UserId,SessionId,Duration,SessionSequence
059a04a5-b3fe-498f-800a-027a824f02bf,6a521cdd-64f2-4fb4-a23b-17315fbecd8a,00:11:53,01530
059a04a5-b3fe-498f-800a-027a824f02bf,9ae211aa-49b0-4e08-8537-fb68d5a97c56,00:02:46,010
059a04a5-b3fe-498f-800a-027a824f02bf,209db3d9-0cc7-4198-89d2-8c1dc93aa6d6,00:04:15,030
059a04a5-b3fe-498f-800a-027a824f02bf,091520c4-7d8d-45cf-a56a-5af9ad206d89,00:12:07,030
059a04a5-b3fe-498f-800a-027a824f02bf,4524cad0-4202-404d-b5f7-4d715a6865c2,00:19:23,03530
059a04a5-b3fe-498f-800a-027a824f02bf,f6fb2082-a73d-44be-84e8-b1d727611ec7,00:11:53,01530
059a04a5-b3fe-498f-800a-027a824f02bf,95ff5358-db08-465f-926d-f93e55863f4f,00:02:46,010
059a04a5-b3fe-498f-800a-027a824f02bf,4c829b18-5ab0-4975-95d5-27cdeadd1889,00:04:15,030
059a04a5-b3fe-498f-800a-027a824f02bf,d7a7991b-9050-4e14-a3c3-15efabf697fe,00:12:07,030
059a04a5-b3fe-498f-800a-027a824f02bf,7e4682a1-eab8-4515-97e5-e14053e3979d,00:19:23,03530
059a04a5-b3fe-498f-800a-027a824f02bf,786973e0-dce8-4be6-97de-ca9b03e4382e,00:11:53,01530
059a04a5-b3fe-498f-800a-027a824f02bf,47e747b6-2753-4076-ba6a-f8a2d5f2f24b,00:02:46,010
059a04a5-b3fe-498f-800a-027a824f02bf,976ab930-0733-4d9b-b607-e5a0d9a09686,00:04:15,030
059a04a5-b3fe-498f-800a-027a824f02bf,a8f630e0-f416-46da-8338-82461dd75fca,00:12:07,030
059a04a5-b3fe-498f-800a-027a824f02bf,67796d55-0bf4-4c2e-914e-ccfc191f7c97,00:25:14,035353510
059a04a5-b3fe-498f-800a-027a824f02bf,76b1d14d-1f2b-46c8-ae48-4f4899823acb,00:05:11,010
059a04a5-b3fe-498f-800a-027a824f02bf,88fe16af-0cda-4f19-80f0-50a582f9d8cf,00:14:47,030
059a04a5-b3fe-498f-800a-027a824f02bf,ec8f30ce-7c83-4150-b801-763d40c9e6a8,00:25:14,035353510
059a04a5-b3fe-498f-800a-027a824f02bf,34535081-7208-4f85-ab35-c288562c380b,00:05:11,010
059a04a5-b3fe-498f-800a-027a824f02bf,b5db0a5b-d7d7-4eec-907c-9ff17f4e5459,00:14:47,030
059a04a5-b3fe-498f-800a-027a824f02bf,88342c60-95ab-4f4a-bb4b-aca29feab931,00:25:14,035353510
059a04a5-b3fe-498f-800a-027a824f02bf,f2a25957-e938-4f46-ac5b-4ea76f39bb70,00:05:11,010
059a04a5-b3fe-498f-800a-027a824f02bf,ae036692-339e-4fdd-80e3-28bd35e11ab1,00:14:47,030
059a04a5-b3fe-498f-800a-027a824f02bf,6dfdd5f4-a570-4268-ac88-57aaec422df1,00:21:24,0353530
059a04a5-b3fe-498f-800a-027a824f02bf,8e7328b5-6de6-4d65-89d0-e1d47267ca8a,00:24:13,0153530
059a04a5-b3fe-498f-800a-027a824f02bf,76c4e2ca-13e0-4bd7-9f5b-7e853a029e1c,00:02:28,010
059a04a5-b3fe-498f-800a-027a824f02bf,15c0ba8b-55fc-483b-b499-9994ca735c62,00:06:04,020
059a04a5-b3fe-498f-800a-027a824f02bf,5347dc3c-505e-4415-8d7b-e6b0a3e07632,00:21:24,0353530
059a04a5-b3fe-498f-800a-027a824f02bf,132e8bd7-8017-4aca-99ab-ff3114c4e36b,00:24:13,0153530
059a04a5-b3fe-498f-800a-027a824f02bf,06c4a60f-a65f-4c9b-8859-12ca4740505a,00:02:28,010
059a04a5-b3fe-498f-800a-027a824f02bf,b079dc6d-d3fd-43e3-9346-e02bee5dd999,00:06:04,020
059a04a5-b3fe-498f-800a-027a824f02bf,5008e343-67f6-4b6d-833c-82c0d5d56840,00:21:24,0353530
059a04a5-b3fe-498f-800a-027a824f02bf,20730932-8449-4ec3-bcb3-761773deea72,00:24:13,0153530
059a04a5-b3fe-498f-800a-027a824f02bf,c3a7ef0e-c90a-4807-8725-f98ccce899b1,00:02:28,010
059a04a5-b3fe-498f-800a-027a824f02bf,a558f2cb-15c2-46b4-aaac-70e5639ac18c,00:06:04,020
059a04a5-b3fe-498f-800a-027a824f02bf,0ea770f2-0dbb-4d04-98b1-230188a58d83,00:14:07,03530
059a04a5-b3fe-498f-800a-027a824f02bf,0c1c21db-4cec-45a6-bf33-858b247a4216,00:19:20,0353530
059a04a5-b3fe-498f-800a-027a824f02bf,fadcbbd1-5017-4a2e-8320-2ba4e89ed169,00:16:32,024767410
059a04a5-b3fe-498f-800a-027a824f02bf,8bf8000d-9043-49b7-971c-524baa7b39f5,00:45:21,02420
059a04a5-b3fe-498f-800a-027a824f02bf,4aa0f4b8-4700-4e85-8873-cd83a31370f5,00:14:07,03530
059a04a5-b3fe-498f-800a-027a824f02bf,a96cd33e-d000-45f0-8c28-7d42ec38899c,00:19:20,0353530
059a04a5-b3fe-498f-800a-027a824f02bf,4b250219-7f8e-492d-9322-98dd6e0a02e4,00:16:32,024767410
059a04a5-b3fe-498f-800a-027a824f02bf,7287db88-e3f0-4dba-9bb5-d1a40b60e4a1,00:45:21,02420
059a04a5-b3fe-498f-800a-027a824f02bf,f294da03-660b-40a0-8d94-7c8d584b4f26,00:14:07,03530
059a04a5-b3fe-498f-800a-027a824f02bf,13c69cf7-6c10-4c65-ab21-665088588c80,00:19:20,0353530
059a04a5-b3fe-498f-800a-027a824f02bf,ec0e9dd4-2136-439e-8e4e-e0aad1338605,00:16:32,024767410
059a04a5-b3fe-498f-800a-027a824f02bf,dad650a9-8dbe-4d8c-9a38-5fa9aac1c525,00:45:21,02420
059a04a5-b3fe-498f-800a-027a824f02bf,2c806b17-7d98-434e-a46a-2d59436a9822,00:01:17,010
059a04a5-b3fe-498f-800a-027a824f02bf,5364e7e3-eaa5-4f32-8c07-942681d57d3d,00:02:20,010
059a04a5-b3fe-498f-800a-027a824f02bf,30c6bbe0-9e12-4771-86d3-5782e976e694,00:12:52,015353510
059a04a5-b3fe-498f-800a-027a824f02bf,7b02253e-7cbc-4a74-b41d-1ec3a4a60aa5,01:02:26,02474242626762620
059a04a5-b3fe-498f-800a-027a824f02bf,1ce74560-1ec9-4ef8-a53c-c9576a264eab,00:01:17,010
059a04a5-b3fe-498f-800a-027a824f02bf,89b54796-53ab-4f16-944c-dd5e299a2dce,00:02:20,010
059a04a5-b3fe-498f-800a-027a824f02bf,2e1e6d68-7467-4ac9-bb84-5c8e7f8588a4,00:12:52,015353510
059a04a5-b3fe-498f-800a-027a824f02bf,b023547c-abf5-4d52-9511-b8a0f636f27d,01:02:26,02474242626762620
059a04a5-b3fe-498f-800a-027a824f02bf,39fcef7a-a8df-4178-9c63-2ae3266c69ee,00:01:17,010
059a04a5-b3fe-498f-800a-027a824f02bf,f1283763-36f4-4f0f-b292-293a96e4e9ec,00:02:20,010
059a04a5-b3fe-498f-800a-027a824f02bf,681a94ec-fd05-4a2b-90f5-ed666f2ccf4e,00:12:52,015353510
059a04a5-b3fe-498f-800a-027a824f02bf,bc8ec34e-4dc9-4cc3-8b05-557860cf71ec,01:02:26,02474242626762620
059a04a5-b3fe-498f-800a-027a824f02bf,8322986f-122f-45be-bc39-d453cf067faa,00:13:34,0153510
059a04a5-b3fe-498f-800a-027a824f02bf,b54cd527-e3fe-4868-b9d1-9fc02f0594bd,00:49:19,024247626767420
059a04a5-b3fe-498f-800a-027a824f02bf,0215d1be-bf2d-4c51-a805-26ee15629c38,00:13:34,0153510
059a04a5-b3fe-498f-800a-027a824f02bf,00dbee75-b3cd-44dc-9a50-419d16963269,00:49:19,024247626767420
059a04a5-b3fe-498f-800a-027a824f02bf,01aae2be-ce4c-48ea-b36b-86a00009e733,00:13:34,0153510
059a04a5-b3fe-498f-800a-027a824f02bf,6f2ffef2-f133-466a-afa5-d3d6ad209921,00:49:19,024247626767420
059a04a5-b3fe-498f-800a-027a824f02bf,ddd036aa-2bc6-47df-8f40-9c37c33f030d,00:08:30,03530
059a04a5-b3fe-498f-800a-027a824f02bf,2bf8c790-d994-4f95-adcb-6796abd6c260,00:03:30,010
059a04a5-b3fe-498f-800a-027a824f02bf,335d96a2-55a4-43f6-81f8-f9291b88e5ae,00:28:04,01530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,ca8bc768-34cf-4f40-bbb8-c58a65dfc814,01:19:17,026357624763514247620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,5c3de1aa-29e2-4140-afdd-f6e08abe1595,00:11:55,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,2cdd0e8a-6d8b-4e2d-98a5-e8540a81d6fe,00:04:04,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,ffaa178b-fab8-49e3-927c-3bc3741fd41b,00:07:40,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,0ad058f4-0a56-454d-bcc4-56ce73774239,00:21:39,030
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,836cf442-4b5f-4b8b-8757-82a25b9311eb,00:11:55,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,065d4eff-9511-45a6-9cd3-d8a95229f9c2,00:04:04,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,55c49e11-ba6e-410d-8acc-da5458b0736f,00:07:40,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,06992019-44ba-4c7e-a83a-d490ac0e6612,00:21:39,030
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,ca52c557-6262-409b-9894-f863fde939aa,00:11:55,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,5a64cedd-1979-49b8-80d6-9ab7ddcc3469,00:04:04,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,8258dc32-3468-4a3a-85e1-fcf18766cb4a,00:07:40,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,028e2696-18c0-4254-8ded-2053a65351f9,00:21:39,030
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,94bc6e92-7e1d-46c7-822a-ed088748664c,00:37:07,024247620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,5b6dbab1-243c-4ce0-9384-ec47e0a15cf5,00:03:38,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,457a26ea-870d-4d4e-8d94-a1ec6845e6cc,00:05:22,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,aa3836ac-c934-4556-bcfc-789fd258e69e,00:20:08,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,bbdad441-17dd-413b-acfa-322d675f1f86,00:37:07,024247620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,6e0563b7-e7a1-44d1-a6eb-8f83d13bca37,00:03:38,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,de6d2009-075e-4132-884f-0d4d2372184f,00:05:22,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,1ad6f4c5-785c-400f-a8ed-dfd057b9a26e,00:20:08,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,548318ba-c82b-43ae-945c-08c8f8b023d9,00:37:07,024247620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,48f17a9b-7fc2-405e-b549-1f6d054de9a4,00:03:38,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,36807056-bfb2-4f22-ab7a-6bf86b4d68c5,00:05:22,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,a63dfcac-f93d-481a-b7a1-5aff2580ee9b,00:20:08,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,ada3cc50-eb0c-4c9d-b872-36d598acba35,00:01:57,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,2e3c03ad-ea86-4712-86b8-414a1c01c263,00:08:57,01530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,ca8c464f-c0c5-4916-bb5b-8eb608ae8312,00:18:54,03510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,dad810fd-bac9-459d-9339-6fa7df873497,00:24:34,0267410
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,309af24b-34c7-4cdc-9088-761c8e78a573,00:01:57,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,0e5fe404-0d43-4007-b5c9-2145ad37a1f2,00:08:57,01530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,f8681763-a6ca-4866-8a70-a23c26dc17aa,00:18:54,03510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,affb6dab-a7aa-44de-84f2-5b24a85552e5,00:24:34,0267410
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,14afd50a-cab5-4141-941c-974f8c2fa3bb,00:01:57,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,66bc2d65-873d-49e2-a6e9-07a559fc4cae,00:08:57,01530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,feb159a3-421e-41ff-b4e4-8bc76589c122,00:18:54,03510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,56373d74-7ce4-48fc-98e4-1d8699e8bc74,00:24:34,0267410
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,b3f71e84-c2cf-493c-ba64-8a8b9dfe5a93,00:28:12,024767620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,f8c3f905-5f49-40ea-90fc-7718e21c2a97,00:32:23,03515353510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,74f2e8ba-85eb-4d4d-ba62-141bd261e898,00:28:12,024767620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,aa849a24-9a5a-4fbb-8982-ad202519bc98,00:32:23,03515353510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,070632dc-f936-4b05-9b32-b4e7b3e97bda,00:28:12,024767620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,f5317547-67e8-4d2f-ae9d-433956565a07,00:32:23,03515353510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,2f8b695c-919d-465b-b3f8-3dd4cd585cd1,00:15:05,03510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,6f1be34e-19e4-482a-a77e-26404382bda6,00:07:31,030
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,716d24a4-4692-407a-83c8-c1927c8ca4b4,00:16:15,024267630
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,6ea513bb-8881-44e1-a777-1e5ec2490cdc,00:01:46,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,2418b373-63ee-4015-9df7-afa432c66b2f,00:12:17,01530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,e8603ca2-98f6-4d46-924e-4f8aa857eeff,00:15:05,03510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,3417abab-9725-459f-a1fa-d36080320171,00:07:31,030
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,994a73f5-d78f-4477-9782-c705dd97a063,00:16:15,024267630
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,ae248b09-cf7e-4c17-bb62-84217946208d,00:01:46,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,c8a28b81-5941-4669-ad0d-1ca049791f37,00:12:17,01530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,80007f2a-dc49-420f-bbbf-f1fb40ccba41,00:15:05,03510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,24560a43-85b5-4043-816f-b731b6debd9a,00:07:31,030
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,fe8418dd-1311-485e-a86d-139ad7d2e8d6,00:16:15,024267630
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,a717be14-adb8-424f-821e-94dabbbc3a7d,00:01:46,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,cc613df1-da1b-4ae8-866a-fae3c785869b,00:12:17,01530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,d0782f98-5e50-46dc-883b-e57c7f66c3ba,00:27:12,035153510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,722d8809-d2a7-4a41-b224-fa4cb4f52cc8,00:02:10,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,3ce8f00e-a3cc-4c30-9e84-f478032a5c2a,00:08:22,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,2b929593-05e3-4a30-b611-fe5f3f18c542,00:03:25,030
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,d76e5797-e872-4bc0-8cca-f05a6a9a2435,00:02:13,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,ac0d8644-cb6b-48bf-a3cb-705d22b51ea3,00:27:12,035153510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,fe25baed-104b-4447-bfb7-d2bdc1a7c171,00:02:10,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,75942100-f14f-4fa6-8dd1-27611feba4ff,00:08:22,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,3945806c-ad1c-4eee-bcc1-4923bd4364e9,00:03:25,030
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,a5b317fe-a0af-4200-802f-a508aa0787a5,00:02:13,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,61458295-7e12-408b-8fde-98d823956c3f,00:27:12,035153510
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,4104d865-6010-4af8-a7fd-72013f2e759f,00:02:10,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,59e75b2a-37e5-411e-9083-ad7b670ed478,00:08:22,020
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,191a5a3e-f138-4f28-bd2c-4a28fd93d1d5,00:03:25,030
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,dd791545-9400-49ba-a752-104b203548dd,00:02:13,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,1a905ac8-7812-4451-b568-6b315604e173,00:08:34,03530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,b9234c62-ede6-4dab-811b-273b119da586,01:18:55,024762476762426757620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,391c172e-61fc-47c6-8c3d-f2825b866896,00:08:34,03530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,179219c9-0758-4c6e-8dae-5b9456aeed6d,01:18:55,024762476762426757620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,399581c4-b2ae-478a-b77d-361488e719b7,00:08:34,03530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,a272a838-d510-4095-b3b5-b8988c26b08a,01:18:55,024762476762426757620
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,47236128-aed0-44b1-8074-9d94153a8841,00:03:03,010
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,efffd278-1d1b-4846-a7a9-a0bccfe04f5d,00:15:29,03530
2bd072f5-2dc3-4d51-b858-83fcef7aef7c,f557fbbf-32f3-4f08-b839-c0eb063fe924,00:17:23,03510
